,IOC,English name,Scientific Name
,29704,,Coccopygia
,29705,Yellow-bellied Waxbill,Coccopygia quartinia
,29706,,    C. q. quartinia
,29707,,    C. q. kilimensis
,29708,,    C. q. stuartirwini
,29709,Angola Waxbill,Coccopygia bocagei
,29710,Swee Waxbill,Coccopygia melanotis
,29711,,Mandingoa
,29712,Green Twinspot,Mandingoa nitidula
,29713,,    M. n. schlegeli
,29714,,    M. n. virginiae
,29715,,    M. n. chubbi
,29716,,    M. n. nitidula
,29717,,Cryptospiza
,29718,Shelley's Crimsonwing,Cryptospiza shelleyi
,29719,Dusky Crimsonwing,Cryptospiza jacksoni
,29720,Abyssinian Crimsonwing,Cryptospiza salvadorii
,29721,,    C. s. salvadorii
,29722,,    C. s. ruwenzori
,29723,,    C. s. kilimensis
,29724,Red-faced Crimsonwing,Cryptospiza reichenovii
,29725,,    C. r. reichenovii
,29726,,    C. r. ocularis
,29727,,    C. r. australis
,29728,,Parmoptila
,29729,Red-fronted Antpecker,Parmoptila rubrifrons
,29730,Woodhouse's Antpecker,Parmoptila woodhousei
,29731,,    P. w. woodhousei
,29732,,    P. w. ansorgei
,29733,Jameson's Antpecker,Parmoptila jamesoni
,29734,,Nigrita
,29735,White-breasted Nigrita,Nigrita fusconotus
,29736,,    N. f. uropygialis
,29737,,    N. f. fusconotus
,29738,Chestnut-breasted Nigrita,Nigrita bicolor
,29739,,    N. b. bicolor
,29740,,    N. b. brunnescens
,29741,,    N. b. saturatior
,29742,Grey-headed Nigrita,Nigrita canicapillus
,29743,,    N. c. emiliae
,29744,,    N. c. canicapillus
,29745,,    N. c. schistaceus
,29746,,    N. c. angolensis
,29747,,    N. c. diabolicus
,29748,,    N. c. candidus
,29749,Pale-fronted Nigrita,Nigrita luteifrons
,29750,,    N. l. luteifrons
,29751,,    N. l. alexanderi
,29752,,Delacourella
,29753,Grey-headed Oliveback,Delacourella capistrata
,29754,,Brunhilda
,29755,Black-cheeked Waxbill,Brunhilda charmosyna
,29756,,    B. c. charmosyna
,29757,,    B. c. kiwanukae
,29758,Black-faced Waxbill,Brunhilda erythronotos
,29759,,    B. e. delamerei
,29760,,    B. e. erythronotos
,29761,,Glaucestrilda
,29762,Lavender Waxbill,Glaucestrilda caerulescens
,29763,Grey Waxbill,Glaucestrilda perreini
,29764,,    G. p. perreini
,29765,,    G. p. incana
,29766,Cinderella Waxbill,Glaucestrilda thomensis
,29767,,Estrilda
,29768,Black-crowned Waxbill,Estrilda nonnula
,29769,,    E. n. elizae
,29770,,    E. n. eisentrauti
,29771,,    E. n. nonnula
,29772,Black-headed Waxbill,Estrilda atricapilla
,29773,,    E. a. atricapilla
,29774,,    E. a. marungensis
,29775,,    E. a. avakubi
,29776,Kandt's Waxbill,Estrilda kandti
,29777,,    E. k. kandti
,29778,,    E. k. keniensis
,29779,Orange-cheeked Waxbill,Estrilda melpoda
,29780,Anambra Waxbill,Estrilda poliopareia
,29781,Fawn-breasted Waxbill,Estrilda paludicola
,29782,,    E. p. paludicola
,29783,,    E. p. roseicrissa
,29784,,    E. p. marwitzi
,29785,,    E. p. benguellensis
,29786,,    E. p. ruthae
,29787,,    E. p. ochrogaster
,29788,Common Waxbill,Estrilda astrild
,29789,,    E. a. kempi
,29790,,    E. a. occidentalis
,29791,,    E. a. peasei
,29792,,    E. a. macmillani
,29793,,    E. a. adesma
,29794,,    E. a. massaica
,29795,,    E. a. minor
,29796,,    E. a. cavendishi
,29797,,    E. a. niediecki
,29798,,    E. a. angolensis
,29799,,    E. a. jagoensis
,29800,,    E. a. rubriventris
,29801,,    E. a. damarensis
,29802,,    E. a. astrild
,29803,,    E. a. tenebridorsa
,29804,Black-lored Waxbill,Estrilda nigriloris
,29805,Black-rumped Waxbill,Estrilda troglodytes
,29806,Crimson-rumped Waxbill,Estrilda rhodopyga
,29807,,    E. r. rhodopyga
,29808,,    E. r. centralis
,29809,Arabian Waxbill,Estrilda rufibarba
,29810,,Ortygospiza
,29811,Quailfinch,Ortygospiza atricollis
,29812,,    O. a. atricollis
,29813,,    O. a. ansorgei
,29814,,    O. a. ugandae
,29815,,    O. a. fuscocrissa
,29816,,    O. a. muelleri
,29817,,    O. a. smithersi
,29818,,    O. a. pallida
,29819,,    O. a. digressa
,29820,,    O. a. gabonensis
,29821,,    O. a. fuscata
,29822,,    O. a. dorsostriata
,29823,,Paludipasser
,29824,Locust Finch,Paludipasser locustella
,29825,,    P. l. locustella
,29826,,    P. l. uelensis
,29827,,Amadina
,29828,Cut-throat Finch,Amadina fasciata
,29829,,    A. f. fasciata
,29830,,    A. f. alexanderi
,29831,,    A. f. meridionalis
,29832,,    A. f. contigua
,29833,Red-headed Finch,Amadina erythrocephala
,29834,,Amandava
,29835,Green Avadavat,Amandava formosa
,29836,Orange-breasted Waxbill,Amandava subflava
,29837,,    A. s. subflava
,29838,,    A. s. clarkei
,29839,Red Avadavat,Amandava amandava
,29840,,    A. a. amandava
,29841,,    A. a. flavidiventris
,29842,,    A. a. punicea
,29843,,Granatina
,29844,Purple Grenadier,Granatina ianthinogaster
,29845,Violet-eared Waxbill,Granatina granatina
,29846,,Uraeginthus
,29847,Blue Waxbill,Uraeginthus angolensis
,29848,,    U. a. angolensis
,29849,,    U. a. cyanopleurus
,29850,,    U. a. niassensis
,29851,Red-cheeked Cordon-bleu,Uraeginthus bengalus
,29852,,    U. b. bengalus
,29853,,    U. b. brunneigularis
,29854,,    U. b. ugogensis
,29855,,    U. b. katangae
,29856,Blue-capped Cordon-bleu,Uraeginthus cyanocephalus
,29857,,Spermophaga
,29858,Grant's Bluebill,Spermophaga poliogenys
,29859,Western Bluebill,Spermophaga haematina
,29860,,    S. h. haematina
,29861,,    S. h. togoensis
,29862,,    S. h. pustulata
,29863,Red-headed Bluebill,Spermophaga ruficapilla
,29864,,    S. r. ruficapilla
,29865,,    S. r. cana
,29866,,Pyrenestes
,29867,Lesser Seedcracker,Pyrenestes minor
,29868,Crimson Seedcracker,Pyrenestes sanguineus
,29869,Black-bellied Seedcracker,Pyrenestes ostrinus
,29870,,Pytilia
,29871,Green-winged Pytilia,Pytilia melba
,29872,,    P. m. citerior
,29873,,    P. m. jessei
,29874,,    P. m. soudanensis
,29875,,    P. m. percivali
,29876,,    P. m. belli
,29877,,    P. m. grotei
,29878,,    P. m. hygrophila
,29879,,    P. m. melba
,29880,Orange-winged Pytilia,Pytilia afra
,29881,Red-winged Pytilia,Pytilia phoenicoptera
,29882,,    P. p. phoenicoptera
,29883,,    P. p. emini
,29884,Red-billed Pytilia,Pytilia lineata
,29885,Yellow-winged Pytilia,Pytilia hypogrammica
,29886,,Euschistospiza
,29887,Dybowski's Twinspot,Euschistospiza dybowskii
,29888,Dusky Twinspot,Euschistospiza cinereovinacea
,29889,,    E. c. cinereovinacea
,29890,,    E. c. graueri
,29891,,Hypargos
,29892,Red-throated Twinspot,Hypargos niveoguttatus
,29893,,    H. n. macrospilotus
,29894,,    H. n. niveoguttatus
,29895,Pink-throated Twinspot,Hypargos margaritatus
,29896,,Clytospiza
,29897,Brown Twinspot,Clytospiza monteiri
,29898,,Lagonosticta
,29899,Red-billed Firefinch,Lagonosticta senegala
,29900,,    L. s. senegala
,29901,,    L. s. rhodopsis
,29902,,    L. s. brunneiceps
,29903,,    L. s. somaliensis
,29904,,    L. s. ruberrima
,29905,,    L. s. rendalli
,29906,African Firefinch,Lagonosticta rubricata
,29907,,    L. r. polionota
,29908,,    L. r. congica
,29909,,    L. r. haematocephala
,29910,,    L. r. landanae
,29911,,    L. r. rubricata
,29912,Jameson's Firefinch,Lagonosticta rhodopareia
,29913,,    L. r. rhodopareia
,29914,,    L. r. jamesoni
,29915,,    L. r. ansorgei
,29916,Mali Firefinch,Lagonosticta virata
,29917,Rock Firefinch,Lagonosticta sanguinodorsalis
,29918,Chad Firefinch,Lagonosticta umbrinodorsalis
,29919,Black-bellied Firefinch,Lagonosticta rara
,29920,,    L. r. forbesi
,29921,,    L. r. rara
,29922,Bar-breasted Firefinch,Lagonosticta rufopicta
,29923,,    L. r. rufopicta
,29924,,    L. r. lateritia
,29925,Brown Firefinch,Lagonosticta nitidula
,29926,Black-faced Firefinch,Lagonosticta larvata
,29927,,    L. l. larvata
,29928,,    L. l. vinacea
,29929,,    L. l. nigricollis
,29930,,
,29931,"Indigobirds, Whydahs",Family Viduidae
,29932,,Vidua
,29933,Village Indigobird,Vidua chalybeata
,29934,,    V. c. chalybeata
,29935,,    V. c. neumanni
,29936,,    V. c. ultramarina
,29937,,    V. c. centralis
,29938,,    V. c. amauropteryx
,29939,,    V. c. okavangoensis
,29940,Purple Indigobird,Vidua purpurascens
,29941,Jambandu Indigobird,Vidua raricola
,29942,Barka Indigobird,Vidua larvaticola
,29943,Dusky Indigobird,Vidua funerea
,29944,,    V. f. nigerrima
,29945,,    V. f. funerea
,29946,Zambezi Indigobird,Vidua codringtoni
,29947,Wilson's Indigobird,Vidua wilsoni
,29948,Quailfinch Indigobird,Vidua nigeriae
,29949,Jos Plateau Indigobird,Vidua maryae
,29950,Cameroon Indigobird,Vidua camerunensis
,29951,Pin-tailed Whydah,Vidua macroura
,29952,Steel-blue Whydah,Vidua hypocherina
,29953,Straw-tailed Whydah,Vidua fischeri
,29954,Shaft-tailed Whydah,Vidua regia
,29955,Long-tailed Paradise Whydah,Vidua paradisaea
,29956,Sahel Paradise Whydah,Vidua orientalis
,29957,,    V. o. aucupum
,29958,,    V. o. orientalis
,29959,Exclamatory Paradise Whydah,Vidua interjecta
,29960,Togo Paradise Whydah,Vidua togoensis
,29961,Broad-tailed Paradise Whydah,Vidua obtusa
,29962,,Anomalospiza
,29963,Cuckoo-finch,Anomalospiza imberbis
,29964,,
,29965,Olive Warbler,Family Peucedramidae
,29966,,Peucedramus
,29967,Olive Warbler,Peucedramus taeniatus
,29968,,    P. t. arizonae
,29969,,    P. t. jaliscensis
,29970,,    P. t. giraudi
,29971,,    P. t. taeniatus
,29972,,    P. t. micrus
,29973,,
,29974,Accentors,Family Prunellidae
,29975,,Prunella
,29976,Alpine Accentor,Prunella collaris
,29977,,    P. c. collaris
,29978,,    P. c. subalpina
,29979,,    P. c. montana
,29980,,    P. c. rufilata
,29981,,    P. c. whymperi
,29982,,    P. c. nipalensis
,29983,,    P. c. tibetana
,29984,,    P. c. erythropygia
,29985,,    P. c. fennelli
,29986,Altai Accentor,Prunella himalayana
,29987,Robin Accentor,Prunella rubeculoides
,29988,,    P. r. muraria
,29989,,    P. r. rubeculoides
,29990,Rufous-breasted Accentor,Prunella strophiata
,29991,,    P. s. jerdoni
,29992,,    P. s. strophiata
,29993,Siberian Accentor,Prunella montanella
,29994,,    P. m. montanella
,29995,,    P. m. badia
,29996,Brown Accentor,Prunella fulvescens
,29997,,    P. f. fulvescens
,29998,,    P. f. dahurica
,29999,,    P. f. dresseri
,30000,,    P. f. nanshanica
,30001,,    P. f. khamensis
,30002,Radde's Accentor,Prunella ocularis
,30003,,    P. o. ocularis
,30004,,    P. o. fagani
,30005,Black-throated Accentor,Prunella atrogularis
,30006,,    P. a. atrogularis
,30007,,    P. a. huttoni
,30008,Kozlov's Accentor,Prunella koslowi
,30009,Dunnock,Prunella modularis
,30010,,    P. m. hebridium
,30011,,    P. m. occidentalis
,30012,,    P. m. modularis
,30013,,    P. m. fuscata
,30014,,    P. m. euxina
,30015,,    P. m. mabbotti
,30016,,    P. m. obscura
,30017,Japanese Accentor,Prunella rubida
,30018,Maroon-backed Accentor,Prunella immaculata
,30019,,
,30020,"Wagtails, Pipits",Family Motacillidae
,30021,,Dendronanthus
,30022,Forest Wagtail,Dendronanthus indicus
,30023,,Motacilla
,30024,Western Yellow Wagtail,Motacilla flava
,30025,,    M. f. flavissima
,30026,,    M. f. lutea
,30027,,    M. f. flava
,30028,,    M. f. beema
,30029,,    M. f. iberiae
,30030,,    M. f. cinereocapilla
,30031,,    M. f. pygmaea
,30032,,    M. f. leucocephala
,30033,,    M. f. feldegg
,30034,,    M. f. thunbergi
,30035,Eastern Yellow Wagtail,Motacilla tschutschensis
,30036,,    M. t. plexa
,30037,,    M. t. tschutschensis
,30038,,    M. t. macronyx
,30039,,    M. t. taivana
,30040,Citrine Wagtail,Motacilla citreola
,30041,,    M. c. citreola
,30042,,    M. c. calcarata
,30043,Cape Wagtail,Motacilla capensis
,30044,,    M. c. simplicissima
,30045,,    M. c. capensis
,30046,,    M. c. wellsi
,30047,Madagascar Wagtail,Motacilla flaviventris
,30048,Sao Tome Shorttail,Motacilla bocagii
,30049,Grey Wagtail,Motacilla cinerea
,30050,,    M. c. patriciae
,30051,,    M. c. schmitzi
,30052,,    M. c. cinerea
,30053,Mountain Wagtail,Motacilla clara
,30054,,    M. c. chapini
,30055,,    M. c. clara
,30056,,    M. c. torrentium
,30057,White Wagtail,Motacilla alba
,30058,,    M. a. yarrellii
,30059,,    M. a. alba
,30060,,    M. a. subpersonata
,30061,,    M. a. personata
,30062,,    M. a. baicalensis
,30063,,    M. a. ocularis
,30064,,    M. a. lugens
,30065,,    M. a. leucopsis
,30066,,    M. a. alboides
,30067,African Pied Wagtail,Motacilla aguimp
,30068,,    M. a. vidua
,30069,,    M. a. aguimp
,30070,Mekong Wagtail,Motacilla samveasnae
,30071,Japanese Wagtail,Motacilla grandis
,30072,White-browed Wagtail,Motacilla maderaspatensis
,30073,,Tmetothylacus
,30074,Golden Pipit,Tmetothylacus tenellus
,30075,,Macronyx
,30076,Sharpe's Longclaw,Macronyx sharpei
,30077,Abyssinian Longclaw,Macronyx flavicollis
,30078,Fülleborn's Longclaw,Macronyx fuelleborni
,30079,,    M. f. fuelleborni
,30080,,    M. f. ascensi
,30081,Cape Longclaw,Macronyx capensis
,30082,,    M. c. capensis
,30083,,    M. c. colletti
,30084,Yellow-throated Longclaw,Macronyx croceus
,30085,,    M. c. croceus
,30086,,    M. c. tertius
,30087,,    M. c. vulturnus
,30088,Pangani Longclaw,Macronyx aurantiigula
,30089,Rosy-throated Longclaw,Macronyx ameliae
,30090,,    M. a. wintoni
,30091,,    M. a. altanus
,30092,,    M. a. ameliae
,30093,Grimwood's Longclaw,Macronyx grimwoodi
,30094,,Anthus
,30095,Richard's Pipit,Anthus richardi
,30096,Paddyfield Pipit,Anthus rufulus
,30097,,    A. r. rufulus
,30098,,    A. r. malayensis
,30099,,    A. r. lugubris
,30100,,    A. r. albidus
,30101,,    A. r. medius
,30102,Australian Pipit,Anthus australis
,30103,,    A. a. exiguus
,30104,,    A. a. rogersi
,30105,,    A. a. bilbali
,30106,,    A. a. australis
,30107,,    A. a. bistriatus
,30108,New Zealand Pipit,Anthus novaeseelandiae
,30109,,    A. n. novaeseelandiae
,30110,,    A. n. chathamensis
,30111,,    A. n. aucklandicus
,30112,,    A. n. steindachneri
,30113,African Pipit,Anthus cinnamomeus
,30114,,    A. c. lynesi
,30115,,    A. c. camaroonensis
,30116,,    A. c. stabilis
,30117,,    A. c. cinnamomeus
,30118,,    A. c. eximius
,30119,,    A. c. annae
,30120,,    A. c. itombwensis
,30121,,    A. c. lacuum
,30122,,    A. c. winterbottomi
,30123,,    A. c. lichenya
,30124,,    A. c. spurium
,30125,,    A. c. bocagii
,30126,,    A. c. grotei
,30127,,    A. c. rufuloides
,30128,,    A. c. latistriatus
,30129,Mountain Pipit,Anthus hoeschi
,30130,Blyth's Pipit,Anthus godlewskii
,30131,Tawny Pipit,Anthus campestris
,30132,Long-billed Pipit,Anthus similis
,30133,,    A. s. asbenaicus
,30134,,    A. s. bannermani
,30135,,    A. s. captus
,30136,,    A. s. jebelmarrae
,30137,,    A. s. nivescens
,30138,,    A. s. hararensis
,30139,,    A. s. chyuluensis
,30140,,    A. s. dewittei
,30141,,    A. s. moco
,30142,,    A. s. arabicus
,30143,,    A. s. sokotrae
,30144,,    A. s. decaptus
,30145,,    A. s. jerdoni
,30146,,    A. s. similis
,30147,,    A. s. yamethini
,30148,Nicholson's Pipit,Anthus nicholsoni
,30149,,    A. n. palliditinctus
,30150,,    A. n. leucocraspedon
,30151,,    A. n. nicholsoni
,30152,,    A. n. petricolus
,30153,,    A. n. primarius
,30154,Wood Pipit,Anthus nyassae
,30155,,    A. n. schoutedeni
,30156,,    A. n. nyassae
,30157,,    A. n. chersophilus
,30158,,    A. n. frondicolus
,30159,Buffy Pipit,Anthus vaalensis
,30160,,    A. v. chobiensis
,30161,,    A. v. neumanni
,30162,,    A. v. namibicus
,30163,,    A. v. exasperatus
,30164,,    A. v. vaalensis
,30165,Plain-backed Pipit,Anthus leucophrys
,30166,,    A. l. ansorgei
,30167,,    A. l. gouldii
,30168,,    A. l. zenkeri
,30169,,    A. l. saphiroi
,30170,,    A. l. goodsoni
,30171,,    A. l. omoensis
,30172,,    A. l. bohndorffi
,30173,,    A. l. leucophrys
,30174,,    A. l. tephridorsus
,30175,Long-legged Pipit,Anthus pallidiventris
,30176,,    A. p. pallidiventris
,30177,,    A. p. esobe
,30178,Meadow Pipit,Anthus pratensis
,30179,Tree Pipit,Anthus trivialis
,30180,,    A. t. trivialis
,30181,,    A. t. haringtoni
,30182,Olive-backed Pipit,Anthus hodgsoni
,30183,,    A. h. hodgsoni
,30184,,    A. h. yunnanensis
,30185,Pechora Pipit,Anthus gustavi
,30186,,    A. g. gustavi
,30187,,    A. g. menzbieri
,30188,Rosy Pipit,Anthus roseatus
,30189,Red-throated Pipit,Anthus cervinus
,30190,Buff-bellied Pipit,Anthus rubescens
,30191,,    A. r. japonicus
,30192,,    A. r. rubescens
,30193,,    A. r. alticola
,30194,Water Pipit,Anthus spinoletta
,30195,,    A. s. spinoletta
,30196,,    A. s. coutellii
,30197,,    A. s. blakistoni
,30198,European Rock Pipit,Anthus petrosus
,30199,,    A. p. petrosus
,30200,,    A. p. littoralis
,30201,Nilgiri Pipit,Anthus nilghiriensis
,30202,Upland Pipit,Anthus sylvanus
,30203,Berthelot's Pipit,Anthus berthelotii
,30204,,    A. b. madeirensis
,30205,,    A. b. berthelotii
,30206,Striped Pipit,Anthus lineiventris
,30207,African Rock Pipit,Anthus crenatus
,30208,Short-tailed Pipit,Anthus brachyurus
,30209,,    A. b. leggei
,30210,,    A. b. brachyurus
,30211,Bushveld Pipit,Anthus caffer
,30212,,    A. c. australoabyssinicus
,30213,,    A. c. blayneyi
,30214,,    A. c. mzimbaensis
,30215,,    A. c. caffer
,30216,,    A. c. traylori
,30217,Sokoke Pipit,Anthus sokokensis
,30218,Malindi Pipit,Anthus melindae
,30219,,    A. m. mallablensis
,30220,,    A. m. melindae
,30221,Yellow-breasted Pipit,Anthus chloris
,30222,Alpine Pipit,Anthus gutturalis
,30223,,    A. g. gutturalis
,30224,,    A. g. wollastoni
,30225,Madanga,Anthus ruficollis
,30226,Sprague's Pipit,Anthus spragueii
,30227,Yellowish Pipit,Anthus chii
,30228,,    A. c. parvus
,30229,,    A. c. chii
,30230,Peruvian Pipit,Anthus peruvianus
,30231,Short-billed Pipit,Anthus furcatus
,30232,Puna Pipit,Anthus brevirostris
,30233,Pampas Pipit,Anthus chacoensis
,30234,Correndera Pipit,Anthus correndera
,30235,,    A. c. calcaratus
,30236,,    A. c. correndera
,30237,,    A. c. catamarcae
,30238,,    A. c. chilensis
,30239,,    A. c. grayi
,30240,South Georgia Pipit,Anthus antarcticus
,30241,Ochre-breasted Pipit,Anthus nattereri
,30242,Hellmayr's Pipit,Anthus hellmayri
,30243,,    A. h. hellmayri
,30244,,    A. h. dabbenei
,30245,,    A. h. brasilianus
,30246,Paramo Pipit,Anthus bogotensis
,30247,,    A. b. meridae
,30248,,    A. b. bogotensis
,30249,,    A. b. immaculatus
,30250,,    A. b. shiptoni
,30251,,
,30252,Przevalski's Finch,Family Urocynchramidae
,30253,,Urocynchramus
,30254,Przevalski's Finch,Urocynchramus pylzowi
,30255,,
,30256,"Finches, Euphonias",Family Fringillidae
,30257,,Fringilla
,30258,Eurasian Chaffinch,Fringilla coelebs
,30259,,    F. c. gengleri
,30260,,    F. c. coelebs
,30261,,    F. c. solomkoi
,30262,,    F. c. sarda
,30263,,    F. c. syriaca
,30264,,    F. c. alexandrovi
,30265,,    F. c. transcaspia
,,African Chaffinch,Fringilla spodiogenys
,30266,,    F. s. africana
,30267,,    F. s. harterti
,30268,,    F. s. spodiogenys
,30269,Azores Chaffinch,Fringilla moreletti
,30270,Madeira Chaffinch,Fringilla maderensis
,,Canary Islands Chaffinch,Fringilla canariensis
,30271,,    F. c. canariensis
,30272,,    F. c. bakeri
,30273,,    F. c. ombriosa
,30274,,    F. c. palmae
,30275,Tenerife Blue Chaffinch,Fringilla teydea
,30276,Gran Canaria Blue Chaffinch,Fringilla polatzeki
,30277,Brambling,Fringilla montifringilla
,30278,,Mycerobas
,30279,Black-and-yellow Grosbeak,Mycerobas icterioides
,30280,Collared Grosbeak,Mycerobas affinis
,30281,Spot-winged Grosbeak,Mycerobas melanozanthos
,30282,White-winged Grosbeak,Mycerobas carnipes
,30283,,    M. c. speculigerus
,30284,,    M. c. carnipes
,30285,,Hesperiphona
,30286,Evening Grosbeak,Hesperiphona vespertina
,30287,,    H. v. vespertina
,30288,,    H. v. brooksi
,30289,,    H. v. montana
,30290,Hooded Grosbeak,Hesperiphona abeillei
,30291,,    H. a. pallida
,30292,,    H. a. saturata
,30293,,    H. a. abeillei
,30294,,    H. a. cobanensis
,30295,,Coccothraustes
,30296,Hawfinch,Coccothraustes coccothraustes
,30297,,    C. c. coccothraustes
,30298,,    C. c. buvryi
,30299,,    C. c. nigricans
,30300,,    C. c. humii
,30301,,    C. c. shulpini
,30302,,    C. c. japonicus
,30303,,Eophona
,30304,Chinese Grosbeak,Eophona migratoria
,30305,,    E. m. migratoria
,30306,,    E. m. sowerbyi
,30307,Japanese Grosbeak,Eophona personata
,30308,,    E. p. personata
,30309,,    E. p. magnirostris
,30310,,Pinicola
,30311,Pine Grosbeak,Pinicola enucleator
,30312,,    P. e. enucleator
,30313,,    P. e. kamtschatkensis
,30314,,    P. e. sakhalinensis
,30315,,    P. e. flammula
,30316,,    P. e. carlottae
,30317,,    P. e. montana
,30318,,    P. e. californica
,30319,,    P. e. leucura
,30320,,Pyrrhula
,30321,Brown Bullfinch,Pyrrhula nipalensis
,30322,,    P. n. nipalensis
,30323,,    P. n. ricketti
,30324,,    P. n. victoriae
,30325,,    P. n. waterstradti
,30326,,    P. n. uchidai
,30327,Orange Bullfinch,Pyrrhula aurantiaca
,30328,Red-headed Bullfinch,Pyrrhula erythrocephala
,30329,Grey-headed Bullfinch,Pyrrhula erythaca
,30330,Taiwan Bullfinch,Pyrrhula owstoni
,30331,White-cheeked Bullfinch,Pyrrhula leucogenis
,30332,,    P. l. leucogenis
,30333,,    P. l. steerei
,30334,Eurasian Bullfinch,Pyrrhula pyrrhula
,30335,,    P. p. pileata
,30336,,    P. p. pyrrhula
,30337,,    P. p. europaea
,30338,,    P. p. iberiae
,30339,,    P. p. rossikowi
,30340,,    P. p. cineracea
,30341,,    P. p. caspica
,30342,,    P. p. cassinii
,30343,,    P. p. griseiventris
,30344,,    P. p. rosacea
,30345,Azores Bullfinch,Pyrrhula murina
,30346,,Rhodopechys
,30347,Asian Crimson-winged Finch,Rhodopechys sanguineus
,30348,African Crimson-winged Finch,Rhodopechys alienus
,30349,,Bucanetes
,30350,Trumpeter Finch,Bucanetes githagineus
,30351,,    B. g. amantum
,30352,,    B. g. zedlitzi
,30353,,    B. g. githagineus
,30354,,    B. g. crassirostris
,30355,Mongolian Finch,Bucanetes mongolicus
,30356,,Agraphospiza
,30357,Blanford's Rosefinch,Agraphospiza rubescens
,30358,,Callacanthis
,30359,Spectacled Finch,Callacanthis burtoni
,30360,,Pyrrhoplectes
,30361,Golden-naped Finch,Pyrrhoplectes epauletta
,30362,,Procarduelis
,30363,Dark-breasted Rosefinch,Procarduelis nipalensis
,30364,,    P. n. kangrae
,30365,,    P. n. nipalensis
,30366,,Leucosticte
,30367,Plain Mountain Finch,Leucosticte nemoricola
,30368,,    L. n. altaica
,30369,,    L. n. nemoricola
,30370,Brandt's Mountain Finch,Leucosticte brandti
,30371,,    L. b. margaritacea
,30372,,    L. b. brandti
,30373,,    L. b. pamirensis
,30374,,    L. b. haematopygia
,30375,,    L. b. pallidior
,30376,,    L. b. intermedia
,30377,,    L. b. walteri
,30378,Asian Rosy Finch,Leucosticte arctoa
,30379,,    L. a. arctoa
,30380,,    L. a. cognata
,30381,,    L. a. sushkini
,30382,,    L. a. gigliolii
,30383,,    L. a. brunneonucha
,30384,Grey-crowned Rosy Finch,Leucosticte tephrocotis
,30385,,    L. t. maxima
,30386,,    L. t. griseonucha
,30387,,    L. t. umbrina
,30388,,    L. t. littoralis
,30389,,    L. t. tephrocotis
,30390,,    L. t. dawsoni
,30391,,    L. t. wallowa
,30392,Black Rosy Finch,Leucosticte atrata
,30393,Brown-capped Rosy Finch,Leucosticte australis
,30394,,Carpodacus
,30395,Common Rosefinch,Carpodacus erythrinus
,30396,,    C. e. erythrinus
,30397,,    C. e. grebnitskii
,30398,,    C. e. kubanensis
,30399,,    C. e. ferghanensis
,30400,,    C. e. roseatus
,30401,Scarlet Finch,Carpodacus sipahi
,30402,Bonin Grosbeak,Carpodacus ferreorostris
,30403,Streaked Rosefinch,Carpodacus rubicilloides
,30404,,    C. r. rubicilloides
,30405,,    C. r. lucifer
,30406,Great Rosefinch,Carpodacus rubicilla
,30407,,    C. r. rubicilla
,30408,,    C. r. diabolicus
,30409,,    C. r. kobdensis
,30410,,    C. r. severtzovi
,30411,Blyth's Rosefinch,Carpodacus grandis
,30412,Red-mantled Rosefinch,Carpodacus rhodochlamys
,30413,Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus
,30414,,    C. p. pulcherrimus
,30415,,    C. p. argyrophrys
,30416,Chinese Beautiful Rosefinch,Carpodacus davidianus
,30417,Pink-rumped Rosefinch,Carpodacus waltoni
,30418,,    C. w. waltoni
,30419,,    C. w. eos
,30420,Pink-browed Rosefinch,Carpodacus rodochroa
,30421,Dark-rumped Rosefinch,Carpodacus edwardsii
,30422,,    C. e. edwardsii
,30423,,    C. e. rubicundus
,30424,Spot-winged Rosefinch,Carpodacus rodopeplus
,30425,Sharpe's Rosefinch,Carpodacus verreauxii
,30426,Vinaceous Rosefinch,Carpodacus vinaceus
,30427,Taiwan Rosefinch,Carpodacus formosanus
,30428,Sinai Rosefinch,Carpodacus synoicus
,30429,Pale Rosefinch,Carpodacus stoliczkae
,30430,,    C. s. salimalii
,30431,,    C. s. stoliczkae
,30432,,    C. s. beicki
,30433,Tibetan Rosefinch,Carpodacus roborowskii
,30434,Sillem's Rosefinch,Carpodacus sillemi
,30435,Siberian Long-tailed Rosefinch,Carpodacus sibiricus
,30436,,    C. s. sibiricus
,30437,,    C. s. ussuriensis
,30438,,    C. s. sanguinolentus
,30439,Chinese Long-tailed Rosefinch,Carpodacus lepidus
,30440,,    C. l. lepidus
,30441,,    C. l. henrici
,30442,Pallas's Rosefinch,Carpodacus roseus
,30443,,    C. r. roseus
,30444,,    C. r. portenkoi
,30445,Three-banded Rosefinch,Carpodacus trifasciatus
,30446,Himalayan White-browed Rosefinch,Carpodacus thura
,30447,,    C. t. blythi
,30448,,    C. t. thura
,30449,Chinese White-browed Rosefinch,Carpodacus dubius
,30450,,    C. d. femininus
,30451,,    C. d. dubius
,30452,,    C. d. deserticolor
,30453,Red-fronted Rosefinch,Carpodacus puniceus
,30454,,    C. p. kilianensis
,30455,,    C. p. humii
,30456,,    C. p. puniceus
,30457,,    C. p. sikangensis
,30458,,    C. p. longirostris
,30459,Crimson-browed Finch,Carpodacus subhimachalus
,30460,,Melamprosops
,30461,Poo-uli,Melamprosops phaeosoma
,30462,,Paroreomyza
,30463,Oahu Alauahio,Paroreomyza maculata
